cluster_id_label,supertype_id_label,subclass_id_label,cluster_markers_combo,cluster_markers_combo_(within_subclass),clusterName,marker_1,f_score_1,marker_2,f_score_2,marker_3,f_score_3,cxg_dataset_title
3080 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Serpina3g', 'Slc38a11', 'Prrxl1', 'Tfap2d']","['Hgf', 'Tfap2d', 'Tacr3']",3080 PAG Pou4f1 Bnc2 Glut_1,Hgf,0.20634920634920637,,,,,WMB_abc_atlas_access
3081 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Nr5a2', 'D130079A08Rik', 'Onecut3', 'Sfrp1']","['Nr5a2', 'Sfrp1']",3081 PAG Pou4f1 Bnc2 Glut_1,Nr5a2,0.44930875576036866,,,,,WMB_abc_atlas_access
3082 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['D130079A08Rik', 'Calcr', 'Papln']","['Calcr', 'C1ql1']",3082 PAG Pou4f1 Bnc2 Glut_1,Calcr,0.6,,,,,WMB_abc_atlas_access
3083 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Serpina3g', 'Moxd1', 'Pou4f1', 'Nr2f2']",['Tmem215'],3083 PAG Pou4f1 Bnc2 Glut_1,Tmem215,0.5294117647058822,,,,,WMB_abc_atlas_access
3084 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Mup6', 'Bnc2']",['Mup6'],3084 PAG Pou4f1 Bnc2 Glut_1,Mup6,0.7105263157894737,,,,,WMB_abc_atlas_access
3085 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Gm1968', '4930438E09Rik', 'Ptger3']","['Ptger3', 'Ebf2']",3085 PAG Pou4f1 Bnc2 Glut_1,Ptger3,0.46296296296296285,,,,,WMB_abc_atlas_access
3086 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Serpina3g', 'Col12a1', 'Unc5b', 'Tac1']","['Nr2f2', '4930438E09Rik', 'Unc5b']",3086 PAG Pou4f1 Bnc2 Glut_1,Unc5b,0.29729729729729726,,,,,WMB_abc_atlas_access
3087 PAG Pou4f1 Bnc2 Glut_1,0735 PAG Pou4f1 Bnc2 Glut_1,171 PAG Pou4f1 Bnc2 Glut,"['Plscr5', 'Cubn', 'Barhl1']",['Cubn'],3087 PAG Pou4f1 Bnc2 Glut_1,Cubn,0.5319148936170213,,,,,WMB_abc_atlas_access
3088 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Barhl1', 'D930028M14Rik', 'Sst', 'En1']","['Chst15', 'Sst']",3088 PAG Pou4f1 Bnc2 Glut_2,Sst,0.548780487804878,,,,,WMB_abc_atlas_access
3089 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Irx6', 'Cdk15', 'Gm16551']","['Calca', 'Cdk15']",3089 PAG Pou4f1 Bnc2 Glut_2,Calca,0.2976190476190476,,,,,WMB_abc_atlas_access
3090 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Irx6', 'Creb5', 'Hmcn1']","['Col6a1', 'Tac1']",3090 PAG Pou4f1 Bnc2 Glut_2,Col6a1,0.4744525547445256,,,,,WMB_abc_atlas_access
3091 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Plscr5', 'En1', 'Pappa', 'D130079A08Rik']","['Sntb1', 'En1']",3091 PAG Pou4f1 Bnc2 Glut_2,En1,0.5430711610486891,,,,,WMB_abc_atlas_access
3092 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Onecut3', 'Barhl1', 'Calb1', 'Angpt1']","['Acvr1c', 'Foxp2', 'Cobll1']",3092 PAG Pou4f1 Bnc2 Glut_2,Acvr1c,0.21386430678466073,Foxp2,0.15649452269170583,,,WMB_abc_atlas_access
3093 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['D130079A08Rik', 'Mctp2', 'Npsr1', 'Adgrg2']","['Mctp2', 'Adgrg2']",3093 PAG Pou4f1 Bnc2 Glut_2,Mctp2,0.5369127516778524,,,,,WMB_abc_atlas_access
3094 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Slc12a3', 'Shox2', 'Lhx9']",['Slc12a3'],3094 PAG Pou4f1 Bnc2 Glut_2,Slc12a3,0.7196969696969696,,,,,WMB_abc_atlas_access
3095 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Bnc2', 'Prokr2', 'Klhl14', 'Shox2']","['Prokr2', 'Bnc2']",3095 PAG Pou4f1 Bnc2 Glut_2,Prokr2,0.4325955734406438,,,,,WMB_abc_atlas_access
3096 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Barhl1', 'Bmp3', 'Mamdc2', 'Sstr1']","['Fibcd1', 'Arhgap36']",3096 PAG Pou4f1 Bnc2 Glut_2,Fibcd1,0.759493670886076,,,,,WMB_abc_atlas_access
3097 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['Csta2', 'Shox2', 'Qrfprl']","['Csta2', 'Qrfprl']",3097 PAG Pou4f1 Bnc2 Glut_2,Csta2,0.551948051948052,,,,,WMB_abc_atlas_access
3098 PAG Pou4f1 Bnc2 Glut_2,0736 PAG Pou4f1 Bnc2 Glut_2,171 PAG Pou4f1 Bnc2 Glut,"['C1ql4', 'Barhl2', '4930438E09Rik', 'Npas1']","['C1ql4', 'Acvr1c', 'Barhl2']",3098 PAG Pou4f1 Bnc2 Glut_2,Acvr1c,0.313953488372093,C1ql4,0.16326530612244897,,,WMB_abc_atlas_access
3099 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Gm13264', 'Pou4f2', 'Megf11', 'Th']",['Th'],3099 PAG Pou4f1 Ebf2 Glut_1,Th,0.45751633986928103,,,,,WMB_abc_atlas_access
3100 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Ifi213', 'Ebf1', 'St3gal1']","['Dyrk4', 'Sema3e']",3100 PAG Pou4f1 Ebf2 Glut_1,Dyrk4,0.18817204301075272,,,,,WMB_abc_atlas_access
3101 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Gm13264', 'Tpbgl', 'H2-Q2', 'Chn2']","['Aga', 'Esyt3', 'H2-Q2', 'Klhl14']",3101 PAG Pou4f1 Ebf2 Glut_1,Aga,0.20186335403726707,,,,,WMB_abc_atlas_access
3102 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Clec5a', 'Itga1', 'Serpinb1b', 'L3mbtl4']","['Clec5a', 'Crb1', 'L3mbtl4']",3102 PAG Pou4f1 Ebf2 Glut_1,Clec5a,0.47029702970297027,,,,,WMB_abc_atlas_access
3103 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['4930486I03Rik', 'Drd2']","['4930486I03Rik', 'Drd2']",3103 PAG Pou4f1 Ebf2 Glut_1,4930486I03Rik,0.5031446540880502,,,,,WMB_abc_atlas_access
3104 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Ifi213', 'Grp', 'Sncg']","['Ifi213', 'Grp', 'Sncg']",3104 PAG Pou4f1 Ebf2 Glut_1,Ifi213,0.26143790849673204,,,,,WMB_abc_atlas_access
3105 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['D130079A08Rik', '1700012B09Rik', 'Aldh1a1', 'Stk32b']","['Sema3a', 'S100a10']",3105 PAG Pou4f1 Ebf2 Glut_1,Sema3a,0.28911564625850344,,,,,WMB_abc_atlas_access
3106 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Olfr273', 'Kcng1', 'Asb4']","['Olfr273', 'Filip1', 'Asb4']",3106 PAG Pou4f1 Ebf2 Glut_1,Asb4,0.15454545454545457,,,,,WMB_abc_atlas_access
3107 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Itga1', 'Cd24a', 'Pde3a']","['Lpar1', 'Ecel1', 'Htr4']",3107 PAG Pou4f1 Ebf2 Glut_1,Lpar1,0.4310344827586207,,,,,WMB_abc_atlas_access
3108 PAG Pou4f1 Ebf2 Glut_1,0737 PAG Pou4f1 Ebf2 Glut_1,172 PAG Pou4f1 Ebf2 Glut,"['D130079A08Rik', 'Qrfpr', 'Kcnk13', 'En1']","['En1', 'Kcnk13', 'Qrfpr']",3108 PAG Pou4f1 Ebf2 Glut_1,Kcnk13,0.30952380952380953,,,,,WMB_abc_atlas_access
3109 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Npffr2', 'Prlr', 'Qrfpr']","['Scml2', 'Npffr2', 'Qrfpr']",3109 PAG Pou4f1 Ebf2 Glut_2,Scml2,0.21352313167259784,,,,,WMB_abc_atlas_access
3110 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Chrnb3', 'Tnnt2', 'Kcp', 'Pou4f1']",['Kcp'],3110 PAG Pou4f1 Ebf2 Glut_2,Kcp,0.5376344086021505,,,,,WMB_abc_atlas_access
3111 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Omp', 'Barhl1', 'Ppp1r17']","['Omp', 'Ppp1r17']",3111 PAG Pou4f1 Ebf2 Glut_2,Omp,0.5691056910569106,,,,,WMB_abc_atlas_access
3112 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Has2os', 'Barhl1', 'Ecel1', 'Vcan']","['Pamr1', 'Dkk2', 'Chrm2']",3112 PAG Pou4f1 Ebf2 Glut_2,Dkk2,0.25345622119815664,,,,,WMB_abc_atlas_access
3113 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Wnt2', 'Atp6ap1l', 'Ebf1']","['Plce1', 'Angpt1']",3113 PAG Pou4f1 Ebf2 Glut_2,Plce1,0.46218487394957974,,,,,WMB_abc_atlas_access
3114 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Tnnt2', 'Ebf2', '9530026P05Rik']","['9530026P05Rik', 'Gpc3', 'Kit', 'Syndig1']",3114 PAG Pou4f1 Ebf2 Glut_2,9530026P05Rik,0.25303643724696356,,,,,WMB_abc_atlas_access
3115 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Gm29536', 'Has2os', 'Gm29683']",['Glp1r'],3115 PAG Pou4f1 Ebf2 Glut_2,Glp1r,0.9158415841584158,,,,,WMB_abc_atlas_access
3116 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Gm13264', 'Chrnb3', 'Galntl6', 'Grp']","['Chrnb3', 'Grp', 'Gm32828', 'Vwc2l']",3116 PAG Pou4f1 Ebf2 Glut_2,Chrnb3,0.14124293785310735,,,,,WMB_abc_atlas_access
3117 PAG Pou4f1 Ebf2 Glut_2,0738 PAG Pou4f1 Ebf2 Glut_2,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Tnnt2', 'Nr2f2', 'Tac1']","['Nr2f2', '4930438E09Rik', 'Scube2', 'Sostdc1']",3117 PAG Pou4f1 Ebf2 Glut_2,Nr2f2,0.15423242467718795,Scube2,0.10726072607260727,,,WMB_abc_atlas_access
3118 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Chrnb3', 'Itga1', 'Ebf3', 'Ebf2']","['Bnc2', 'Chrnb3']",3118 PAG Pou4f1 Ebf2 Glut_3,Bnc2,0.33807829181494664,,,,,WMB_abc_atlas_access
3119 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Ttc29', 'Grp', 'Sox6']","['Sox6', 'Grp']",3119 PAG Pou4f1 Ebf2 Glut_3,Sox6,0.23846153846153845,Grp,0.14132553606237816,,,WMB_abc_atlas_access
3120 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Ttc29', 'Adgrg6']","['Ttc29', 'Adgrg6']",3120 PAG Pou4f1 Ebf2 Glut_3,Adgrg6,0.537037037037037,,,,,WMB_abc_atlas_access
3121 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Ttc29', 'Grp', 'A730046J19Rik']","['Gpr88', 'Pmfbp1']",3121 PAG Pou4f1 Ebf2 Glut_3,Gpr88,0.5459770114942529,,,,,WMB_abc_atlas_access
3122 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Pou4f2', 'Sostdc1', '4930438E09Rik', 'Myh7']","['Sox6', 'Fam20a', 'Pou4f2']",3122 PAG Pou4f1 Ebf2 Glut_3,Fam20a,0.1639344262295082,,,,,WMB_abc_atlas_access
3123 PAG Pou4f1 Ebf2 Glut_3,0739 PAG Pou4f1 Ebf2 Glut_3,172 PAG Pou4f1 Ebf2 Glut,"['Chrnb3', 'Pou4f2', 'Sox6', 'Bcl11a']","['Sox6', 'Chrnb3']",3123 PAG Pou4f1 Ebf2 Glut_3,Sox6,0.6761006289308176,Chrnb3,0.18878718535469108,,,WMB_abc_atlas_access
3124 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Agtr1b', 'Trpv6']","['Agtr1b', 'Klhl14']",3124 PAG Pou4f1 Ebf2 Glut_4,Agtr1b,0.14285714285714285,,,,,WMB_abc_atlas_access
3125 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Gm13264', 'Bnc2', 'Fibcd1', 'Kcnh8']","['Bnc2', 'Pth2r', 'Kcnh8']",3125 PAG Pou4f1 Ebf2 Glut_4,Pth2r,0.2327935222672065,,,,,WMB_abc_atlas_access
3126 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Gdnf', 'Csta2', 'Ebf3']","['Csta2', 'Serpina3g']",3126 PAG Pou4f1 Ebf2 Glut_4,Csta2,0.3597122302158273,,,,,WMB_abc_atlas_access
3127 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Serpina3g', 'Gng8', 'Klhl14', '4930447N08Rik']","['Igfbp4', '4930447N08Rik']",3127 PAG Pou4f1 Ebf2 Glut_4,Igfbp4,0.27777777777777785,,,,,WMB_abc_atlas_access
3128 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Pkhd1', 'Atp8b1', 'Adam12', 'Tacr1']","['Fbln5', 'Adam12']",3128 PAG Pou4f1 Ebf2 Glut_4,Adam12,0.2857142857142857,,,,,WMB_abc_atlas_access
3129 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Atp8b1', 'Sema5b', 'Ebf2']","['Fbln5', 'Irx5', 'Tac1']",3129 PAG Pou4f1 Ebf2 Glut_4,Fbln5,0.13806706114398423,,,,,WMB_abc_atlas_access
3130 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Cyp26b1', 'Il1rapl2', 'Shisal2b']","['Shisal2b', 'Npffr1']",3130 PAG Pou4f1 Ebf2 Glut_4,Shisal2b,0.4831932773109243,,,,,WMB_abc_atlas_access
3131 PAG Pou4f1 Ebf2 Glut_4,0740 PAG Pou4f1 Ebf2 Glut_4,172 PAG Pou4f1 Ebf2 Glut,"['Clec9a', 'C1ql3', 'Dlk1']","['Itga2', 'Tac1']",3131 PAG Pou4f1 Ebf2 Glut_4,Itga2,0.5180180180180181,,,,,WMB_abc_atlas_access
3132 PAG Pou4f1 Ebf2 Glut_5,0741 PAG Pou4f1 Ebf2 Glut_5,172 PAG Pou4f1 Ebf2 Glut,"['Gli2', 'Tac1', 'Npy2r', 'Hs3st4']",['Npy2r'],3132 PAG Pou4f1 Ebf2 Glut_5,Npy2r,0.5,,,,,WMB_abc_atlas_access
3133 PAG Pou4f1 Ebf2 Glut_5,0741 PAG Pou4f1 Ebf2 Glut_5,172 PAG Pou4f1 Ebf2 Glut,"['Gm3985', 'Irx6', 'Hs3st4']","['Gm3985', 'Irx6']",3133 PAG Pou4f1 Ebf2 Glut_5,Gm3985,0.42452830188679247,,,,,WMB_abc_atlas_access
3134 PAG Pou4f1 Ebf2 Glut_6,0742 PAG Pou4f1 Ebf2 Glut_6,172 PAG Pou4f1 Ebf2 Glut,"['Serpina3g', 'Atp8b1', 'Gda', 'Sostdc1']","['Nr2f2', 'Atp8b1']",3134 PAG Pou4f1 Ebf2 Glut_6,Nr2f2,0.15389876880984954,Atp8b1,0.03869303525365434,,,WMB_abc_atlas_access
3135 PAG Pou4f1 Ebf2 Glut_6,0742 PAG Pou4f1 Ebf2 Glut_6,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Drd5', 'Trhr', 'Npsr1']","['Agbl1', 'Npsr1', 'Gm41414']",3135 PAG Pou4f1 Ebf2 Glut_6,Npsr1,0.303030303030303,,,,,WMB_abc_atlas_access
3136 PAG Pou4f1 Ebf2 Glut_6,0742 PAG Pou4f1 Ebf2 Glut_6,172 PAG Pou4f1 Ebf2 Glut,"['Barhl1', 'Atp8b1', 'Il1rapl2', 'Gda']","['Prss12', 'Ust', 'Npsr1']",3136 PAG Pou4f1 Ebf2 Glut_6,Prss12,0.22727272727272727,,,,,WMB_abc_atlas_access
3137 PAG Pou4f1 Ebf2 Glut_6,0742 PAG Pou4f1 Ebf2 Glut_6,172 PAG Pou4f1 Ebf2 Glut,"['Glra4', 'A730046J19Rik', 'Cpa6', 'Htr1a']","['A730046J19Rik', 'Dgkk', 'Ust', 'Cpa6']",3137 PAG Pou4f1 Ebf2 Glut_6,Ust,0.12461059190031153,,,,,WMB_abc_atlas_access
3138 PAG Pou4f1 Ebf2 Glut_7,0743 PAG Pou4f1 Ebf2 Glut_7,172 PAG Pou4f1 Ebf2 Glut,"['D130079A08Rik', 'Moxd1', 'Fibcd1']","['Moxd1', 'Npffr1']",3138 PAG Pou4f1 Ebf2 Glut_7,Moxd1,0.6914893617021276,,,,,WMB_abc_atlas_access
3139 PAG Pou4f1 Ebf2 Glut_7,0743 PAG Pou4f1 Ebf2 Glut_7,172 PAG Pou4f1 Ebf2 Glut,"['Layn', 'Serpina3g', 'Phex']",['Ndnf'],3139 PAG Pou4f1 Ebf2 Glut_7,Ndnf,0.7323232323232323,,,,,WMB_abc_atlas_access
3140 PAG Pou4f1 Ebf2 Glut_7,0743 PAG Pou4f1 Ebf2 Glut_7,172 PAG Pou4f1 Ebf2 Glut,"['D130079A08Rik', 'D7Ertd443e', 'Barhl1', 'Sv2c']","['D7Ertd443e', 'Sv2c', 'Myo3b']",3140 PAG Pou4f1 Ebf2 Glut_7,D7Ertd443e,0.37837837837837834,,,,,WMB_abc_atlas_access
3141 PAG Pou4f1 Ebf2 Glut_7,0743 PAG Pou4f1 Ebf2 Glut_7,172 PAG Pou4f1 Ebf2 Glut,"['C1ql4', 'Barhl1', '2610028E06Rik']",['2610028E06Rik'],3141 PAG Pou4f1 Ebf2 Glut_7,2610028E06Rik,0.5275229357798165,,,,,WMB_abc_atlas_access
3142 PAG Pou4f1 Ebf2 Glut_8,0744 PAG Pou4f1 Ebf2 Glut_8,172 PAG Pou4f1 Ebf2 Glut,"['D130079A08Rik', 'Pth2r', 'BC049352']","['Medag', 'Klhl14']",3142 PAG Pou4f1 Ebf2 Glut_8,Medag,0.46511627906976744,,,,,WMB_abc_atlas_access
3143 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Gli3', 'D130079A08Rik', 'Tpbg', 'Osbpl3']","['Irx2', 'Gm15825']",3143 PAG Pou4f2 Glut_1,Irx2,0.16923076923076924,,,,,WMB_abc_atlas_access
3144 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Plscr5', 'Piezo2', 'Gli3']","['Piezo2', 'Sncg']",3144 PAG Pou4f2 Glut_1,Piezo2,0.5607476635514018,,,,,WMB_abc_atlas_access
3145 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Plscr5', 'Prokr2', 'Sox6', 'Barhl1']","['Npas1', 'Sox6', 'Gli3', 'Sox5']",3145 PAG Pou4f2 Glut_1,Npas1,0.11257035647279551,,,,,WMB_abc_atlas_access
3146 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['St14', 'Gli3', 'Ramp3', 'Tafa4']","['St14', 'Tafa4', 'Ramp3']",3146 PAG Pou4f2 Glut_1,Tafa4,0.21806853582554522,,,,,WMB_abc_atlas_access
3147 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Pou4f2', 'Plscr1', 'Cnih3', 'Trim21']","['Gm15825', 'Trim21', 'Gli3']",3147 PAG Pou4f2 Glut_1,Gm15825,0.13253012048192772,,,,,WMB_abc_atlas_access
3148 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['St14', 'Gli3', 'En1', 'Pou4f1']","['D930028M14Rik', 'En1']",3148 PAG Pou4f2 Glut_1,D930028M14Rik,0.30892448512585813,,,,,WMB_abc_atlas_access
3149 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Pou4f3', 'Gal']",['Pou4f3'],3149 PAG Pou4f2 Glut_1,Pou4f3,0.6081081081081081,,,,,WMB_abc_atlas_access
3150 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Pou4f2', 'Lgr6', 'En1', 'Gal']","['Prdm8', 'En1']",3150 PAG Pou4f2 Glut_1,Prdm8,0.44368600682593856,,,,,WMB_abc_atlas_access
3151 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Plscr5', 'Rab38', 'Pappa2', 'Bnc2']","['Pappa2', 'Sox6', 'Bnc2']",3151 PAG Pou4f2 Glut_1,Pappa2,0.18337408312958436,,,,,WMB_abc_atlas_access
3152 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Plscr5', 'Barhl1', 'Cntn5', 'Sox6']","['Serpina3n', 'Sox6', 'Ebf2', 'Bcl11a', 'Barhl1', 'Bcl11b']",3152 PAG Pou4f2 Glut_1,Ebf2,0.3181818181818182,,,,,WMB_abc_atlas_access
3153 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Ttc29', 'Trhr', 'Galr1', 'Bnc2']","['Serpinb1b', 'Otof']",3153 PAG Pou4f2 Glut_1,Serpinb1b,0.2413127413127413,,,,,WMB_abc_atlas_access
3154 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Myl2', 'Tac2']",['Ccdc192'],3154 PAG Pou4f2 Glut_1,Ccdc192,0.6321839080459771,,,,,WMB_abc_atlas_access
3155 PAG Pou4f2 Glut_1,0745 PAG Pou4f2 Glut_1,173 PAG Pou4f2 Glut,"['Gli3', 'D930028M14Rik', 'Clic6', 'Fibcd1']","['Clic6', 'Fibcd1']",3155 PAG Pou4f2 Glut_1,Clic6,0.467741935483871,,,,,WMB_abc_atlas_access
3156 PAG Pou4f2 Glut_2,0746 PAG Pou4f2 Glut_2,173 PAG Pou4f2 Glut,"['Trim21', 'A730046J19Rik', 'Gpc5', 'Ttc29']","['A730046J19Rik', 'Trim21']",3156 PAG Pou4f2 Glut_2,A730046J19Rik,0.28443113772455086,,,,,WMB_abc_atlas_access
3157 PAG Pou4f2 Glut_2,0746 PAG Pou4f2 Glut_2,173 PAG Pou4f2 Glut,"['Trim21', 'Npsr1', 'Cartpt', 'Sostdc1']","['Cartpt', 'Sostdc1', 'Npsr1']",3157 PAG Pou4f2 Glut_2,Sostdc1,0.18292682926829268,,,,,WMB_abc_atlas_access
3158 PAG Pou4f2 Glut_2,0746 PAG Pou4f2 Glut_2,173 PAG Pou4f2 Glut,"['Ttc29', 'Rab38', 'Irx6', 'Hmcn1']","['Gpr88', 'Npr3']",3158 PAG Pou4f2 Glut_2,Gpr88,0.2389078498293515,,,,,WMB_abc_atlas_access
3159 PAG Pou4f2 Glut_2,0746 PAG Pou4f2 Glut_2,173 PAG Pou4f2 Glut,"['Pou4f2', 'Rab38', 'Gli2', 'Pirt']","['Gpr88', 'Tpbgl', 'Pirt']",3159 PAG Pou4f2 Glut_2,Tpbgl,0.28969957081545067,,,,,WMB_abc_atlas_access
